"Name","Season","GamesPlayed","OffPoss","Points","FG2M","FG2A","Fg2Pct","FG3M","FG3A","Fg3Pct","NonHeaveFg3Pct","FtPoints","PtsAssisted2s","PtsUnassisted2s","PtsAssisted3s","PtsUnassisted3s","Assisted2sPct","NonPutbacksAssisted2sPct","Assisted3sPct","FG3APct","ShotQualityAvg","EfgPct","TsPct","PtsPutbacks","Fg2aBlocked","FG2APctBlocked","Fg3aBlocked","FG3APctBlocked"
"PHX","2010-11",82,7854,8611,2518,4987,0.5049127732103469,701,1857,0.3774905761981691,0.38139281828073995,1472,2672,2364,1827,276,0.5305798252581414,0.5736367539716617,0.8687589158345221,0.27133255406195206,0.5143583870967742,0.521551724137931,0.5550852975647871,378,347,0.06958091036695407,9,0.004846526655896607
"POR","2010-11",82,7271,7896,2433,5096,0.47743328100470955,518,1503,0.34464404524284764,0.3509485094850949,1476,2504,2362,1452,102,0.5145910398684751,0.5698680018206645,0.9343629343629344,0.22776178208819517,0.5032873781230957,0.4864373389907562,0.5290697674418605,472,324,0.06357927786499215,15,0.00998003992015968
"MIA","2010-11",82,7467,8369,2484,4822,0.5151389464952302,547,1479,0.3698444895199459,0.37244201909959074,1760,2382,2586,1344,297,0.47946859903381644,0.512258064516129,0.8190127970749543,0.2347246468814474,0.49105794042688755,0.5244405649896842,0.5700466520307355,318,239,0.04956449605972625,7,0.004732927653820149
"ATL","2010-11",82,7328,7790,2469,5002,0.4936025589764094,502,1427,0.35178696566222845,0.3553191489361702,1346,2718,2220,1329,177,0.5504252733900364,0.5960526315789474,0.8824701195219123,0.2219629802457614,0.4954658445207618,0.5011665888940737,0.5397822445561139,378,342,0.06837265093962415,6,0.004204625087596356
"BOS","2010-11",82,7437,7913,2615,5100,0.5127450980392156,408,1119,0.3646112600536193,0.3675675675675676,1459,3122,2108,1080,144,0.5969407265774379,0.6251501802162596,0.8823529411764706,0.1799324650265316,0.5106402643455835,0.5188937128155652,0.557703240477544,236,359,0.0703921568627451,5,0.004468275245755138
"CLE","2010-11",82,7643,7827,2377,5158,0.460837533927879,509,1489,0.34184016118200133,0.34440677966101696,1546,2578,2176,1293,234,0.542280185107278,0.5888533576975788,0.8467583497053045,0.22401083195426508,0.5127531688546854,0.4724687829095833,0.5153500066163822,376,478,0.09267157813105854,11,0.007387508394895903
"NOP","2010-11",82,7309,7784,2500,5184,0.48225308641975306,444,1232,0.36038961038961037,0.3652892561983471,1452,2616,2384,1149,183,0.5232,0.5699346405228758,0.8626126126126126,0.19201995012468828,0.48043632237871675,0.49345386533665836,0.5342257797405465,410,385,0.07426697530864197,11,0.008928571428571428
"CHI","2010-11",82,7443,8087,2531,5172,0.48936581593194123,511,1415,0.36113074204947,0.36929761042722664,1492,2772,2290,1323,210,0.5476096404583168,0.6065645514223195,0.863013698630137,0.21481706391376953,0.5025079731174583,0.5006072567177774,0.537334403853874,492,465,0.08990719257540604,12,0.008480565371024734
"DAL","2010-11",82,7486,8220,2424,4695,0.51629392971246,645,1768,0.36481900452488686,0.369054441260745,1437,2740,2108,1752,183,0.5651815181518152,0.6048565121412803,0.9054263565891473,0.2735571715921399,0.5068798553879645,0.5247563051214607,0.5613311331133113,318,294,0.06261980830670927,9,0.005090497737556561
"SAS","2010-11",82,7632,8502,2463,4901,0.50255049989798,685,1727,0.39664157498552405,0.39895165987186954,1521,2496,2430,1764,291,0.5066991473812423,0.5461706783369803,0.8583941605839416,0.2605612552806276,0.5076118705579918,0.5266294508147255,0.564218958611482,356,363,0.07406651703733932,11,0.006369426751592357
"WAS","2010-11",82,7762,7977,2656,5706,0.46547493866105855,392,1182,0.3316412859560068,0.3373493975903614,1489,2486,2826,1047,129,0.4679969879518072,0.5094262295081967,0.8903061224489796,0.171602787456446,0.49784490227537925,0.4709639953542393,0.51089057868282,432,405,0.07097791798107256,8,0.00676818950930626
"DET","2010-11",82,7346,7951,2584,5391,0.479317380819885,472,1256,0.37579617834394907,0.38106796116504854,1367,2618,2550,1263,153,0.506578947368421,0.5622852233676976,0.8919491525423728,0.18895742440198585,0.5129574264150943,0.4952610200090266,0.5296331138287864,512,374,0.06937488406603598,7,0.005573248407643312
"CHA","2010-11",82,7367,7650,2480,5162,0.4804339403332042,393,1203,0.3266832917705736,0.33248730964467005,1511,2780,2180,1014,165,0.5604838709677419,0.6104523495827844,0.8600508905852418,0.18900235663786333,0.5062618097191544,0.48224666142969363,0.5248997095033892,406,487,0.0943432777993026,9,0.007481296758104738
"WAS","2009-10",82,7556,7892,2576,5475,0.47050228310502284,432,1225,0.3526530612244898,0.35850622406639004,1444,2444,2708,1005,291,0.47437888198757766,0.5182357930449534,0.7754629629629629,0.1828358208955224,0.48772318079519883,0.4811940298507463,0.5214646464646465,436,406,0.07415525114155251,9,0.007346938775510204
"DET","2009-10",82,7288,7709,2566,5412,0.47413155949741315,374,1190,0.3142857142857143,0.3193851409052092,1455,2516,2616,999,123,0.49025720966484804,0.5401459854014599,0.8903743315508021,0.1802484095728567,0.48624217894096167,0.47364435019691004,0.5121592731159808,474,393,0.07261640798226164,8,0.0067226890756302525
"CHA","2009-10",82,7439,7813,2398,4975,0.48201005025125626,460,1331,0.3456048084147258,0.35091743119266056,1637,2524,2272,1188,192,0.5262718932443703,0.5710407239819004,0.8608695652173913,0.21106882334284807,0.5132926318304922,0.48969235648588644,0.5345444536195981,376,497,0.09989949748743719,5,0.003756574004507889
"ATL","2009-10",82,7439,8338,2657,5346,0.49700710811821924,524,1455,0.36013745704467354,0.36599020293911827,1452,2710,2604,1302,270,0.5099736544975536,0.5594549958711809,0.8282442748091603,0.21393912659902956,0.4983468763845813,0.5062490810174974,0.5433526011560693,470,349,0.06528245417134305,10,0.006872852233676976
"BOS","2009-10",82,7531,8136,2540,4861,0.5225262291709525,499,1433,0.34822051639916257,0.3519040902679831,1559,2972,2108,1332,165,0.5850393700787402,0.6122785331685208,0.8897795591182365,0.22767715284397838,0.5157977830940988,0.5224817286304417,0.5599222330231912,226,380,0.0781732153877803,6,0.00418702023726448
"CLE","2009-10",82,7487,8373,2499,4809,0.519650655021834,602,1582,0.3805309734513274,0.384418901660281,1569,2752,2246,1377,429,0.5506202480992397,0.5977410947002606,0.7624584717607974,0.2475355969331873,0.5189180590452261,0.5323110624315444,0.5665848001091555,394,321,0.06674984404242046,4,0.0025284450063211127
"NOP","2009-10",82,7656,8220,2607,5270,0.49468690702087287,571,1572,0.36323155216284986,0.3657911595131326,1293,2710,2504,1419,294,0.5197545070962792,0.572454583861428,0.8283712784588442,0.2297573808827828,0.49981431082466676,0.5062116340251388,0.5410117553823801,480,356,0.06755218216318785,11,0.006997455470737914
"CHI","2009-10",82,7709,7993,2729,5759,0.4738669907970134,352,1066,0.3302063789868668,0.33491912464319695,1479,2786,2672,933,123,0.5104433858556248,0.5623738393217602,0.8835227272727273,0.15619047619047619,0.49547648743940065,0.47721611721611723,0.5172884440400364,504,434,0.07536030560861261,4,0.00375234521575985
"DAL","2009-10",82,7661,8364,2582,5262,0.4906879513492968,558,1498,0.3724966622162884,0.3772819472616633,1526,2870,2294,1446,228,0.5557707203718047,0.5969217970049917,0.8637992831541219,0.22159763313609468,0.49446793728637245,0.5057692307692307,0.5476347344841218,356,334,0.06347396427213987,3,0.0020026702269692926
"DEN","2009-10",82,7800,8729,2580,5161,0.49990311955047473,544,1517,0.35860250494396834,0.3633934535738143,1937,2598,2562,1260,372,0.5034883720930232,0.5471777590564448,0.7720588235294118,0.22716382150344414,0.5113330728775357,0.5085354896675651,0.5567567567567567,412,429,0.08312342569269521,9,0.005932762030323006
"GSW","2009-10",82,8246,8922,2696,5407,0.4986129091917884,633,1687,0.3752222880853586,0.3813253012048193,1631,2592,2800,1629,270,0.4807121661721068,0.5161290322580645,0.8578199052132701,0.23780659712433042,0.5090146125513528,0.5138849732168029,0.5539950062421972,370,401,0.07416312187904568,6,0.0035566093657379964
"HOU","2009-10",82,7789,8395,2448,5085,0.4814159292035398,646,1838,0.3514689880304679,0.35533553355335534,1561,2482,2414,1647,291,0.5069444444444444,0.557752808988764,0.8498452012383901,0.26549183879820887,0.513328174833285,0.49357215080167555,0.5342904755800538,446,524,0.10304818092428712,8,0.004352557127312296
"LAC","2009-10",82,7581,7849,2519,5144,0.48969673405909797,483,1457,0.33150308853809196,0.3372905027932961,1362,2834,2204,1179,270,0.5625248114331084,0.6223100570926657,0.8136645962732919,0.2207241327071656,0.5011247792326431,0.4913649447053477,0.5268302548200081,484,354,0.06881804043545879,9,0.0061770761839396015
"LAL","2009-10",82,7659,8339,2612,5313,0.49162431771127424,532,1562,0.3405889884763124,0.3445814406229721,1519,2596,2628,1296,300,0.49693721286370596,0.5551753635585971,0.8120300751879699,0.2272,0.498627850781136,0.496,0.5365491411597572,548,356,0.06700545830980613,7,0.004481434058898848
"MIA","2009-10",82,7390,7914,2490,5092,0.4890023566378633,494,1426,0.34642356241234223,0.350354609929078,1452,2296,2684,1200,282,0.4610441767068273,0.5052816901408451,0.8097165991902834,0.2187787664927892,0.48644332666256157,0.4957042037434796,0.5347713663581927,436,347,0.06814611154752553,8,0.005610098176718092
"MIL","2009-10",82,7630,8009,2405,5185,0.46383799421407906,645,1813,0.3557639271924986,0.3585746102449889,1264,2382,2428,1647,288,0.49521829521829525,0.5455794777828676,0.8511627906976744,0.25907402114889966,0.49807014925373133,0.481923406687625,0.5153985507246377,444,407,0.0784956605593057,14,0.007722007722007722
"MIN","2009-10",82,7907,8051,2703,5742,0.47074190177638453,403,1181,0.34123624047417445,0.34899912967798086,1436,2570,2836,1023,186,0.47539770625231226,0.5257774140752864,0.8461538461538461,0.17059078434204825,0.4918909176709743,0.47775530839231545,0.5163470202085211,518,430,0.07488679902473006,12,0.010160880609652836
"BKN","2009-10",82,7552,7575,2436,5369,0.45371577574967403,377,1185,0.3181434599156118,0.32047986289631536,1572,2416,2456,996,135,0.49589490968801314,0.5500910746812386,0.8806366047745358,0.18080561489166921,0.49575397274954075,0.4579646017699115,0.5057062298603652,480,416,0.0774818401937046,5,0.004219409282700422
"NYK","2009-10",82,7785,8373,2384,4731,0.5039103783555273,743,2145,0.3463869463869464,0.34967012252591895,1376,2282,2486,1893,336,0.4786073825503356,0.5275080906148867,0.8492597577388964,0.31195462478184993,0.5166600335913538,0.5087987201861548,0.5465329663127539,442,362,0.07651659268653561,6,0.002797202797202797
"ORL","2009-10",82,7525,8426,2164,4153,0.5210691066698772,841,2241,0.37527889335118253,0.37985546522131886,1575,1822,2506,2112,411,0.4209796672828096,0.46079919069296915,0.8370986920332937,0.35048482952768223,0.5183279874213836,0.5357366280888333,0.5701730480991961,374,284,0.06838430050565857,4,0.00178491744756805
"PHI","2009-10",82,7569,8014,2613,5325,0.49070422535211267,474,1381,0.3432295438088342,0.34985207100591714,1366,2626,2600,1230,192,0.5024875621890548,0.5502933780385583,0.8649789029535865,0.205934983596779,0.49850453455254085,0.4956755144646585,0.5324839914621131,454,327,0.061408450704225355,5,0.003620564808110065
"PHX","2009-10",82,7819,9039,2609,5018,0.5199282582702272,730,1770,0.4124293785310734,0.4170480549199085,1631,2654,2564,1755,435,0.5086239938673821,0.5580319596299411,0.8013698630136986,0.2607542722451385,0.5129119843264823,0.5456688273423689,0.5824468085106383,462,354,0.07054603427660422,11,0.0062146892655367235
"POR","2009-10",82,7237,8045,2483,5065,0.49022704837117476,491,1388,0.3537463976945245,0.36182756079587325,1606,2454,2512,1341,132,0.4941602899718083,0.5344076655052264,0.9103869653767821,0.21509375484270882,0.48851562987215463,0.49891523322485665,0.5449530036779731,374,325,0.06416584402764067,8,0.005763688760806916
"SAC","2009-10",82,7776,8200,2662,5512,0.48294629898403485,482,1383,0.3485177151120752,0.35389133627019087,1430,2508,2816,1275,171,0.47107438016528924,0.5233722871452421,0.8817427385892116,0.2005801305293691,0.5012126474442988,0.4909354604786077,0.5265875064532782,532,462,0.08381712626995645,6,0.004338394793926247
"SAS","2009-10",82,7529,8312,2596,5112,0.5078247261345853,554,1547,0.3581124757595346,0.36161879895561355,1458,2670,2522,1482,180,0.5142526964560863,0.55998322147651,0.8916967509025271,0.23231716473945035,0.5075473025919228,0.5146418381138309,0.5517149339383425,424,398,0.07785602503912363,19,0.012281835811247576
"OKC","2009-10",82,7677,8322,2645,5400,0.4898148148148148,418,1229,0.34011391375101707,0.34236453201970446,1778,2540,2750,1107,147,0.48015122873345933,0.536770921386306,0.8827751196172249,0.18539749585156132,0.5012400801451686,0.4935887765877206,0.5446228774516256,558,379,0.07018518518518518,5,0.0040683482506102524
"TOR","2009-10",82,7644,8534,2681,5234,0.5122277416889568,518,1397,0.3707945597709377,0.38063562453806354,1618,2736,2626,1308,246,0.5102573666542335,0.5533980582524272,0.8416988416988417,0.2106771226059418,0.5001454255319149,0.5214899713467048,0.5618549880920879,418,349,0.06667940389759267,11,0.007874015748031496
"UTA","2009-10",82,7718,8547,2788,5368,0.5193740685543964,439,1207,0.3637116818558409,0.3689075630252101,1654,3636,1940,1107,210,0.6520803443328551,0.7049243892981776,0.8405466970387244,0.18357414448669201,0.5104357131960335,0.5241825095057034,0.5633355393778955,418,438,0.0815946348733234,7,0.00579950289975145
"MEM","2009-10",82,7732,8404,2879,5855,0.4917164816396242,344,1020,0.33725490196078434,0.34725050916496947,1614,2494,3264,888,144,0.43313650573115664,0.4814671814671815,0.8604651162790697,0.14836363636363636,0.5002953287450578,0.4938181818181818,0.533958891867739,578,497,0.08488471391972673,4,0.00392156862745098
"BOS","2017-18",82,7878,8529,2202,4483,0.4911889359803703,939,2492,0.37680577849117175,0.3800080938891137,1308,2158,2246,2289,528,0.49000908265213444,0.5237864077669903,0.8125665601703941,0.35727598566308244,0.5060977838537919,0.5176344086021505,0.5506804925469864,284,353,0.07874191389694402,11,0.004414125200642055
"ATL","2012-13",82,7648,8032,2378,4743,0.5013704406493781,706,1901,0.371383482377696,0.3737427210164108,1158,2780,1976,1851,267,0.584524810765349,0.6258442143178748,0.8739376770538244,0.2861228175797712,0.5174179930534581,0.517308850090307,0.5444202207385203,314,335,0.0706304026987139,15,0.007890583903208837
"GSW","2014-15",82,8069,9016,2527,4920,0.5136178861788618,883,2217,0.39828597203428057,0.4031963470319635,1313,3044,2010,2178,471,0.6022952117134943,0.6560344827586206,0.8221970554926388,0.31063472047078605,0.5198621218516956,0.5396525150623511,0.5695255011418422,414,278,0.056504065040650406,15,0.006765899864682003
"HOU","2014-15",82,7948,8522,2099,4152,0.5055394990366089,933,2680,0.34813432835820896,0.3506395786305493,1525,2086,2112,2331,468,0.496903287279657,0.5398550724637681,0.8327974276527331,0.39227166276346603,0.5406771932402645,0.5120755269320844,0.5449871465295629,334,427,0.10284200385356455,10,0.0037313432835820895
"LAC","2014-15",82,7762,8751,2401,4628,0.5187986171132238,827,2202,0.37556766575840145,0.3779707495429616,1468,2702,2100,2040,441,0.5626822157434402,0.6047448522829006,0.8222490931076178,0.32240117130307466,0.5093266676461945,0.5331625183016105,0.5619509043927648,334,236,0.05099394987035436,9,0.004087193460490463
"LAL","2014-15",82,7800,8073,2522,5474,0.4607234198027037,532,1546,0.34411384217335056,0.3459037711313394,1433,2656,2388,1161,435,0.5265662172878668,0.5766391663048198,0.7274436090225563,0.22022792022792023,0.4907137239508992,0.47293447293447294,0.510670731707317,438,383,0.06996711728169529,13,0.008408796895213453
"MIA","2014-15",82,7441,7764,2329,4671,0.49860843502462,556,1659,0.3351416515973478,0.33842394624312766,1438,2244,2414,1512,156,0.48175182481751827,0.5242990654205607,0.9064748201438849,0.262085308056872,0.5094321281319378,0.49968404423380725,0.5370293177712936,378,348,0.07450224791265253,11,0.006630500301386378
"MIL","2014-15",82,7789,8023,2538,5222,0.4860206817311375,545,1500,0.36333333333333334,0.3655264922870557,1312,2896,2180,1452,183,0.570527974783294,0.6132994493858535,0.8880733944954129,0.22314787265694733,0.5273937080661996,0.4991817911335912,0.5337206196581197,354,381,0.07296055151283033,11,0.007333333333333333
"MIN","2014-15",82,7790,8016,2580,5597,0.4609612292299446,406,1223,0.33197056418642684,0.3369294605809129,1638,2872,2288,1005,213,0.5565891472868217,0.6087325137770242,0.8251231527093597,0.17932551319648093,0.4965848852603707,0.46759530791788856,0.5141789120907451,442,438,0.07825620868322315,11,0.008994276369582993
"BKN","2014-15",82,7691,8038,2528,5171,0.48888029394701216,541,1633,0.3312921004286589,0.3364427860696517,1359,2468,2588,1446,177,0.48813291139240506,0.528932704672096,0.8909426987060998,0.2400058788947678,0.4952991948589156,0.49081422692533805,0.5264334560757497,390,364,0.07039257397021853,8,0.004898958971218616
"NYK","2014-15",82,7529,7535,2322,5112,0.45422535211267606,560,1614,0.3469640644361834,0.3506900878293601,1211,2556,2088,1404,276,0.5503875968992248,0.5935903390617743,0.8357142857142857,0.23996431757359502,0.481802776533811,0.4701159678858162,0.5059251279288984,338,336,0.06572769953051644,17,0.010532837670384139
"DET","2014-15",82,7647,8077,2338,4995,0.46806806806806805,703,2043,0.3441018110621635,0.3485374318294497,1292,2396,2280,1719,390,0.5124037639007699,0.5863925599608419,0.8150782361308677,0.29028132992327366,0.5232842424675139,0.4820261437908497,0.5135100688248789,590,376,0.07527527527527528,15,0.007342143906020558
"CHA","2014-15",82,7667,7721,2415,5366,0.45005590756615726,498,1566,0.31800766283524906,0.32149774047772756,1397,2518,2312,1185,309,0.5213250517598343,0.5590586145648313,0.7931726907630522,0.22590882862088862,0.48920948725376595,0.45614541257934216,0.49580753353973167,326,427,0.07957510249720462,13,0.008301404853128991
"GSW","2024-25",82,8083,9324,2075,3933,0.5275870836511569,1264,3475,0.3637410071942446,0.3656629994209612,1382,2562,1588,3315,477,0.6173493975903614,0.677061310782241,0.8742088607594937,0.4690874730021598,0.5286950706156589,0.5360421166306696,0.5674520815529239,366,394,0.10017798118484618,47,0.013525179856115108
"MIA","2024-25",82,7978,9069,2194,4076,0.5382728164867517,1124,3060,0.3673202614379085,0.3694937541091387,1309,2372,2016,2940,432,0.5405651777575206,0.585679012345679,0.8718861209964412,0.4288116591928251,0.5386567248970316,0.5437219730941704,0.5759857088171494,338,344,0.08439646712463199,38,0.01241830065359477
"IND","2024-25",82,8241,9624,2493,4392,0.5676229508196722,1081,2934,0.36843899113837764,0.3712225274725275,1395,2976,2010,2730,513,0.5968712394705175,0.6411029728565274,0.8418131359851989,0.4004914004914005,0.5371014385532265,0.5616298116298116,0.5926108983071791,344,339,0.07718579234972678,27,0.009202453987730062
"MEM","2024-25",82,8421,9974,2526,4543,0.5560202509355052,1141,3107,0.367235275185066,0.37025008119519326,1499,2664,2388,2991,432,0.5273159144893111,0.581151832460733,0.873794916739702,0.4061437908496732,0.5408679388297872,0.553921568627451,0.5877275951761646,468,429,0.09443099273607748,22,0.007080785323463148
"ATL","2024-25",82,8428,9685,2446,4436,0.5513976555455365,1107,3089,0.3583684040142441,0.3608482871125612,1472,3048,1844,2706,615,0.6230580539656582,0.6821844225604298,0.8148148148148148,0.4104983388704319,0.5588348449979694,0.5457142857142857,0.5786287906029006,424,380,0.08566275924256087,24,0.007769504694075753
"CHA","2024-25",82,8003,8618,2077,4163,0.4989190487629114,1065,3143,0.33884823417117405,0.34156510583707506,1269,2244,1910,2616,579,0.5402022147327876,0.5971261309207025,0.8187793427230047,0.430194360799343,0.5367288445494994,0.5029427867506159,0.5364589836434012,396,396,0.09512370886380014,39,0.012408526885141585
"DET","2024-25",82,8181,9467,2450,4460,0.5493273542600897,1051,2901,0.3622888659083075,0.36505731156651616,1414,2534,2366,2691,462,0.5171428571428571,0.573822463768116,0.8534728829686014,0.3941040619481049,0.5370853382940609,0.5470044830865372,0.5793484941610326,484,389,0.08721973094170403,23,0.007928300586004825
"MIL","2024-25",82,8149,9472,2284,4079,0.5599411620495219,1161,3003,0.3866133866133866,0.3877551020408163,1421,2190,2378,2985,498,0.47942206654991243,0.5155367231638418,0.8570198105081827,0.42403275910759675,0.5500315547052154,0.5684128777181587,0.5994545223899531,320,290,0.07109585682765383,25,0.008325008325008326
"PHI","2024-25",82,8012,8988,2213,4118,0.5373967945604663,1041,3050,0.3413114754098361,0.3445878848063555,1439,2146,2280,2484,639,0.4848621780388613,0.5301383399209486,0.7953890489913544,0.42550223214285715,0.546292686860188,0.5265764508928571,0.5625078448600477,378,394,0.09567751335599806,26,0.008524590163934427
"CLE","2019-20",65,6431,6948,1892,3645,0.5190672153635116,727,2070,0.351207729468599,0.3525703200775946,983,1786,1998,1821,360,0.47198731501057084,0.5234466588511137,0.8349381017881705,0.36220472440944884,0.523896659066994,0.5218722659667542,0.5514108082257293,372,384,0.10534979423868313,28,0.01352657004830918
"PHX","2019-20",73,7377,8294,2175,4109,0.5293258700413725,831,2320,0.3581896551724138,0.360051993067591,1451,2496,1854,2217,276,0.5737931034482758,0.6212045793927327,0.8892900120336944,0.36086483123347335,0.5295204038671448,0.5321978534764349,0.5744192516344415,332,375,0.09126308104161597,26,0.011206896551724138
"UTA","2019-20",72,7099,8013,1923,3593,0.5352073476203729,963,2537,0.3795821836815136,0.3832073219259849,1278,1738,2108,2238,651,0.45189807592303693,0.4960045662100457,0.77466251298027,0.4138662316476346,0.511718215339233,0.549347471451876,0.5822747846400934,342,309,0.08600055663790704,20,0.007883326763894364
"NOP","2024-25",82,8141,9006,2346,4529,0.5179951424155442,986,2839,0.3473053892215569,0.3482868244436595,1356,2592,2100,2469,489,0.5524296675191815,0.6095954844778928,0.834685598377282,0.38531487513572205,0.5407522906470908,0.5191368078175895,0.5506810651613695,440,401,0.08854051667034665,27,0.009510390982740402
"BOS","2024-25",82,7914,9534,1956,3427,0.5707615990662387,1457,3955,0.3683944374209861,0.3697969543147208,1251,1974,1938,3471,900,0.504601226993865,0.5498607242339832,0.7940974605353466,0.5357626659441885,0.5369034738273283,0.5610268219994582,0.5897865475304046,322,258,0.07528450539830756,37,0.009355246523388117
"DAL","2024-25",82,8145,9362,2422,4392,0.5514571948998178,1020,2801,0.36415565869332384,0.3666427030913012,1458,2496,2348,2466,594,0.5152766308835673,0.5576407506702413,0.8058823529411765,0.38940636730154315,0.5386025176304655,0.5494230501876824,0.583104223944014,368,351,0.07991803278688525,24,0.008568368439842914
"NYK","2024-25",82,7993,9482,2516,4515,0.5572535991140642,1031,2794,0.3690050107372942,0.37166546503244413,1357,2792,2240,2562,531,0.5548489666136724,0.6077492381367,0.8283220174587779,0.3822684361745793,0.5522830255484588,0.5558215898207689,0.5889830508474576,438,382,0.08460686600221484,24,0.008589835361488905
"SAC","2024-25",82,8105,9490,2497,4498,0.5551356158292574,1032,2887,0.3574644960166263,0.3593586615545486,1400,2552,2442,2679,417,0.5110132158590308,0.5576923076923077,0.8653100775193798,0.3909275558564658,0.5195607481776922,0.5477318889641164,0.5817544291338582,418,329,0.07314361938639395,21,0.007273986837547627
"LAL","2019-20",71,7129,8054,2224,4027,0.5522721629004221,782,2242,0.3487957181088314,0.3509874326750449,1260,2306,2142,1950,396,0.5184352517985612,0.5767883941970986,0.8312020460358056,0.35763279629925027,0.5211136669335469,0.5418727069708087,0.5725310847506074,450,251,0.06232927737770052,12,0.0053523639607493305
"MIA","2019-20",73,7221,8179,1901,3576,0.531599552572707,979,2584,0.37886996904024767,0.382421875,1440,2122,1680,2493,444,0.5581273014203051,0.5910863509749303,0.8488253319713994,0.41948051948051945,0.5172924645245474,0.5469967532467532,0.585295807007467,212,279,0.07802013422818792,23,0.00890092879256966
"MIN","2019-20",64,6676,7248,1733,3325,0.521203007518797,853,2540,0.3358267716535433,0.3370253164556962,1223,1700,1766,2025,534,0.49047893825735717,0.5400254129606099,0.7913247362250879,0.43307757885763,0.5338836211318174,0.5136402387041773,0.5505258344764518,318,339,0.10195488721804512,16,0.006299212598425197
"BKN","2019-20",72,7346,8048,1967,3752,0.5242537313432836,941,2746,0.342680262199563,0.3445624313438301,1291,2038,1896,2226,597,0.518047788510422,0.5608145294441387,0.7885228480340064,0.422591566635888,0.533056124497992,0.5199292089873807,0.5535689631368218,300,361,0.09621535181236673,18,0.0065549890750182084
"IND","2019-20",73,7225,7989,2332,4411,0.5286783042394015,743,2046,0.36314760508308896,0.3651105651105651,1096,2488,2176,1932,297,0.5334476843910806,0.5775301764159703,0.8667563930013459,0.31686541737649065,0.513871782331936,0.5337618088895772,0.5647175702526256,356,315,0.07141237814554523,20,0.009775171065493646
"PHI","2019-20",73,7214,8084,2152,4110,0.5236009732360097,848,2307,0.36757693974859124,0.36949891067538126,1236,2220,2084,2322,222,0.5157992565055762,0.5620253164556962,0.9127358490566038,0.3595137914913511,0.5106984697064335,0.5335826710300764,0.5647330811265238,354,275,0.06690997566909976,19,0.0082358040745557
"SAS","2019-20",71,7182,8098,2235,4329,0.5162855162855163,760,2021,0.376051459673429,0.3786746387643249,1348,2152,2318,2025,255,0.4814317673378076,0.5148325358851674,0.8881578947368421,0.31826771653543307,0.504578719204043,0.531496062992126,0.5719756062969792,290,291,0.06722106722106722,17,0.008411677387431964
"MEM","2019-20",73,7480,8222,2308,4337,0.5321650910767812,798,2297,0.347409664780148,0.3496932515337423,1212,2526,2090,2106,288,0.5472270363951474,0.6075036075036075,0.8796992481203008,0.34624660838106724,0.5227030484114977,0.5283388604160386,0.5593775593775594,458,372,0.08577357620474983,14,0.0060949063996517195
"WAS","2019-20",72,7395,8238,2126,4199,0.5063110264348655,864,2345,0.36844349680170574,0.3710232158211522,1394,2164,2088,2157,435,0.5089369708372531,0.5548717948717948,0.8321759259259259,0.35834352078239606,0.5092959042797975,0.5229217603911981,0.5616869779542654,352,337,0.08025720409621338,26,0.011087420042643924
"CHA","2019-20",65,6257,6687,1640,3355,0.488822652757079,785,2231,0.3518601523980278,0.3540820929183581,1052,1838,1442,1890,465,0.5603658536585366,0.6234735413839891,0.802547770700637,0.399391335481561,0.5186030008984727,0.5043859649122807,0.5382253111362534,332,316,0.09418777943368108,12,0.005378753922008068
"DAL","2019-20",75,7489,8776,1988,3677,0.5406581452270873,1136,3095,0.36704361873990304,0.3694308943089431,1392,1920,2056,2667,741,0.482897384305835,0.5333333333333333,0.7825704225352113,0.45702894270525696,0.5193444691577699,0.5451860602480804,0.5806087187666135,376,277,0.07533315202610824,34,0.01098546042003231
"DEN","2019-20",73,7144,8124,2268,4254,0.5331452750352609,801,2234,0.3585496866606983,0.36101083032490977,1185,2538,1998,2049,354,0.5595238095238095,0.6157205240174672,0.8526841448189763,0.34432799013563503,0.5100508816705337,0.5347564734895192,0.5662094064949608,414,314,0.07381288199341796,10,0.004476275738585497
"MIN","2021-22",82,8280,9507,2200,4072,0.5402750491159135,1211,3386,0.35764914353219135,0.3598811292719168,1474,2282,2118,2895,738,0.5186363636363637,0.5722166499498496,0.7968620974401321,0.4540091177259319,0.5453281514866137,0.5385492089031912,0.5736363636363636,412,387,0.0950392927308448,10,0.0029533372711163615
"CHA","2021-22",82,8240,9457,2365,4367,0.5415617128463476,1143,3130,0.36517571884984024,0.3678789829417444,1298,2644,2086,2940,489,0.5589852008456659,0.6025524156791249,0.8573928258967629,0.41750033346672,0.5420148418654516,0.5441509937308256,0.5727040816326531,342,358,0.0819784749255782,19,0.0060702875399361025
"OKC","2021-22",82,8120,8506,2150,4244,0.5065975494816211,991,3066,0.32322243966079583,0.3240680183126226,1233,2002,2298,2463,510,0.4655813953488372,0.5091556459816887,0.8284561049445005,0.4194254445964432,0.510537525702536,0.497469220246238,0.5282207824570146,368,467,0.11003770028275212,23,0.007501630789302022
"BOS","2021-22",82,7989,9164,2256,4123,0.5471743875818579,1085,3044,0.3564388961892247,0.35761371127224784,1397,2308,2204,2646,609,0.5115248226950354,0.563751831949194,0.8129032258064516,0.42472443142179434,0.5157877061783618,0.5418585182084554,0.5786103714974008,418,361,0.08755760368663594,15,0.00492772667542707
